persona,text,likert_scale,Itemnum,answer
Benito Mussolini,"Is sophisticated in art, music, or Literature",1 to 5,43,5
Idi Amin,Is talkative,1 to 5,1,4
Idi Amin,Tends to find fault with others,1 to 5,2,2
Idi Amin,Does a thorough job,1 to 5,3,3
Idi Amin,"Is depressed, blue",1 to 5,4,4
Idi Amin,"Is original, comes up with new ideas",1 to 5,5,3
Idi Amin,Is reserved,1 to 5,6,5
Idi Amin,Is helpful and unselfish with others,1 to 5,7,3
Idi Amin,Can be somewhat careless,1 to 5,8,2
Idi Amin,"Is relaxed, handles stress well",1 to 5,9,3
Idi Amin,Is curious about many different things,1 to 5,10,2
Idi Amin,Is full of energy,1 to 5,11,1
Idi Amin,Starts quarrels with others,1 to 5,12,3
Idi Amin,Is a reliable worker,1 to 5,13,3
Idi Amin,Can be tense,1 to 5,14,4
Idi Amin,"Is ingenious, a deep thinker",1 to 5,15,1
Idi Amin,Generates a lot of enthusiasm,1 to 5,16,2
Idi Amin,Has a forgiving nature,1 to 5,17,3
Idi Amin,Tends to be disorganized,1 to 5,18,1
Idi Amin,Worries a lot,1 to 5,19,1
Idi Amin,Has an active imagination,1 to 5,20,4
Idi Amin,Tends to be quiet,1 to 5,21,1
Idi Amin,Is generally trusting,1 to 5,22,4
Idi Amin,Tends to be lazy,1 to 5,23,1
Idi Amin,"Is emotionally stable, not easily upset",1 to 5,24,4
Idi Amin,Is inventive,1 to 5,25,1
Idi Amin,Has an assertive personality,1 to 5,26,1
Idi Amin,Can be cold and aloof,1 to 5,27,5
Idi Amin,Perseveres until the task is finished,1 to 5,28,3
Idi Amin,Can be moody,1 to 5,29,5
Idi Amin,"Values artistic, aesthetic experiences",1 to 5,30,1
Idi Amin,"Is sometimes shy, inhibited",1 to 5,31,3
Idi Amin,Is considerate and kind to almost everyone,1 to 5,32,2
Idi Amin,Does things efficiently,1 to 5,33,1
Idi Amin,Remains calm in tense situations,1 to 5,34,5
Idi Amin,Prefers work that is routine,1 to 5,35,5
Idi Amin,"Is outgoing, sociable",1 to 5,36,3
Idi Amin,Is sometimes rude to others,1 to 5,37,3
Idi Amin,Makes plans and follows through with them,1 to 5,38,3
Idi Amin,Gets nervous easily,1 to 5,39,3
Idi Amin,"Likes to reflect, play with ideas",1 to 5,40,2
Idi Amin,Has few artistic interests,1 to 5,41,3
Idi Amin,Likes to cooperate with others,1 to 5,42,3
Idi Amin,Is easily distracted,1 to 5,43,3
Idi Amin,"Is sophisticated in art, music, or Literature",1 to 5,44,5
"Saloth ""Pol Pot"" Sar",Is talkative,1 to 5,1,3
"Saloth ""Pol Pot"" Sar",Tends to find fault with others,1 to 5,2,4
"Saloth ""Pol Pot"" Sar",Does a thorough job,1 to 5,3,4
"Saloth ""Pol Pot"" Sar","Is depressed, blue",1 to 5,4,5
"Saloth ""Pol Pot"" Sar","Is original, comes up with new ideas",1 to 5,5,3
"Saloth ""Pol Pot"" Sar",Is reserved,1 to 5,6,1
"Saloth ""Pol Pot"" Sar",Is helpful and unselfish with others,1 to 5,7,1
"Saloth ""Pol Pot"" Sar","Is relaxed, handles stress well",1 to 5,8,5
"Saloth ""Pol Pot"" Sar",Is curious about many different things,1 to 5,9,3
"Saloth ""Pol Pot"" Sar",Is full of energy,1 to 5,10,1
"Saloth ""Pol Pot"" Sar",Starts quarrels with others,1 to 5,11,2
"Saloth ""Pol Pot"" Sar",Is a reliable worker,1 to 5,12,5
"Saloth ""Pol Pot"" Sar",Can be tense,1 to 5,13,1
"Saloth ""Pol Pot"" Sar","Is ingenious, a deep thinker",1 to 5,14,1
"Saloth ""Pol Pot"" Sar",Generates a lot of enthusiasm,1 to 5,15,5
"Saloth ""Pol Pot"" Sar",Has a forgiving nature,1 to 5,16,3
"Saloth ""Pol Pot"" Sar",Tends to be disorganized,1 to 5,17,4
"Saloth ""Pol Pot"" Sar",Worries a lot,1 to 5,18,5
"Saloth ""Pol Pot"" Sar",Has an active imagination,1 to 5,19,1
"Saloth ""Pol Pot"" Sar",Tends to be quiet,1 to 5,20,5
"Saloth ""Pol Pot"" Sar",Is generally trusting,1 to 5,21,4
"Saloth ""Pol Pot"" Sar",Tends to be lazy,1 to 5,22,5
"Saloth ""Pol Pot"" Sar","Is emotionally stable, not easily upset",1 to 5,23,5
"Saloth ""Pol Pot"" Sar",Is inventive,1 to 5,24,3
"Saloth ""Pol Pot"" Sar",Has an assertive personality,1 to 5,25,3
"Saloth ""Pol Pot"" Sar",Can be cold and aloof,1 to 5,26,5
"Saloth ""Pol Pot"" Sar",Perseveres until the task is finished,1 to 5,27,5
"Saloth ""Pol Pot"" Sar",Can be moody,1 to 5,28,1
"Saloth ""Pol Pot"" Sar","Values artistic, aesthetic experiences",1 to 5,29,3
"Saloth ""Pol Pot"" Sar","Is sometimes shy, inhibited",1 to 5,30,5
"Saloth ""Pol Pot"" Sar",Is considerate and kind to almost everyone,1 to 5,31,4
"Saloth ""Pol Pot"" Sar",Does things efficiently,1 to 5,32,1
"Saloth ""Pol Pot"" Sar",Remains calm in tense situations,1 to 5,33,1
"Saloth ""Pol Pot"" Sar",Prefers work that is routine,1 to 5,34,1
"Saloth ""Pol Pot"" Sar","Is outgoing, sociable",1 to 5,35,5
"Saloth ""Pol Pot"" Sar",Is sometimes rude to others,1 to 5,36,5
"Saloth ""Pol Pot"" Sar",Makes plans and follows through with them,1 to 5,37,1
"Saloth ""Pol Pot"" Sar",Gets nervous easily,1 to 5,38,1
"Saloth ""Pol Pot"" Sar","Likes to reflect, play with ideas",1 to 5,39,5
"Saloth ""Pol Pot"" Sar",Has few artistic interests,1 to 5,40,1
"Saloth ""Pol Pot"" Sar",Likes to cooperate with others,1 to 5,41,4
"Saloth ""Pol Pot"" Sar",Is easily distracted,1 to 5,42,1
"Saloth ""Pol Pot"" Sar","Is sophisticated in art, music, or Literature",1 to 5,43,3
Kim Il Sung,Is talkative,1 to 5,1,1
Kim Il Sung,Tends to find fault with others,1 to 5,2,4
Kim Il Sung,Does a thorough job,1 to 5,3,4
Kim Il Sung,"Is depressed, blue",1 to 5,4,1
Kim Il Sung,"Is original, comes up with new ideas",1 to 5,5,2
Kim Il Sung,Is reserved,1 to 5,6,5
Kim Il Sung,Is helpful and unselfish with others,1 to 5,7,5
Kim Il Sung,Can be somewhat careless,1 to 5,8,4
Kim Il Sung,"Is relaxed, handles stress well",1 to 5,9,5
Kim Il Sung,Is curious about many different things,1 to 5,10,3
Kim Il Sung,Is full of energy,1 to 5,11,1
Kim Il Sung,Starts quarrels with others,1 to 5,12,1
Kim Il Sung,Is a reliable worker,1 to 5,13,4
Kim Il Sung,Can be tense,1 to 5,14,4
Kim Il Sung,"Is ingenious, a deep thinker",1 to 5,15,4
Kim Il Sung,Generates a lot of enthusiasm,1 to 5,16,4
Kim Il Sung,Has a forgiving nature,1 to 5,17,5
Kim Il Sung,Tends to be disorganized,1 to 5,18,1
Kim Il Sung,Worries a lot,1 to 5,19,4
Kim Il Sung,Has an active imagination,1 to 5,20,4
Kim Il Sung,Tends to be quiet,1 to 5,21,4
Kim Il Sung,Is generally trusting,1 to 5,22,3
Kim Il Sung,Tends to be lazy,1 to 5,23,5
Kim Il Sung,"Is emotionally stable, not easily upset",1 to 5,24,4
Kim Il Sung,Is inventive,1 to 5,25,1
Kim Il Sung,Has an assertive personality,1 to 5,26,3
Kim Il Sung,Can be cold and aloof,1 to 5,27,3
Kim Il Sung,Perseveres until the task is finished,1 to 5,28,5
Kim Il Sung,Can be moody,1 to 5,29,3
Kim Il Sung,"Values artistic, aesthetic experiences",1 to 5,30,2
Kim Il Sung,"Is sometimes shy, inhibited",1 to 5,31,1
Kim Il Sung,Is considerate and kind to almost everyone,1 to 5,32,1
Kim Il Sung,Does things efficiently,1 to 5,33,5
Kim Il Sung,Remains calm in tense situations,1 to 5,34,3
Kim Il Sung,Prefers work that is routine,1 to 5,35,1
Kim Il Sung,"Is outgoing, sociable",1 to 5,36,1
Kim Il Sung,Is sometimes rude to others,1 to 5,37,5
Kim Il Sung,Makes plans and follows through with them,1 to 5,38,4
Kim Il Sung,Gets nervous easily,1 to 5,39,1
Kim Il Sung,"Likes to reflect, play with ideas",1 to 5,40,1
Kim Il Sung,Has few artistic interests,1 to 5,41,5
Kim Il Sung,Likes to cooperate with others,1 to 5,42,5
Kim Il Sung,Is easily distracted,1 to 5,43,1
Kim Il Sung,"Is sophisticated in art, music, or Literature",1 to 5,44,2
Muammar Gaddafi,Is talkative,1 to 5,1,5
Muammar Gaddafi,Tends to find fault with others,1 to 5,2,4
Muammar Gaddafi,Does a thorough job,1 to 5,3,1
Muammar Gaddafi,"Is depressed, blue",1 to 5,4,1
Muammar Gaddafi,"Is original, comes up with new ideas",1 to 5,5,2
Muammar Gaddafi,Is reserved,1 to 5,6,4
Muammar Gaddafi,Is helpful and unselfish with others,1 to 5,7,3
Muammar Gaddafi,Can be somewhat careless,1 to 5,8,4
Muammar Gaddafi,"Is relaxed, handles stress well",1 to 5,9,4
Muammar Gaddafi,Is curious about many different things,1 to 5,10,4
Muammar Gaddafi,Is full of energy,1 to 5,11,4
Muammar Gaddafi,Starts quarrels with others,1 to 5,12,3
Muammar Gaddafi,Is a reliable worker,1 to 5,13,5
Muammar Gaddafi,Can be tense,1 to 5,14,3
Muammar Gaddafi,"Is ingenious, a deep thinker",1 to 5,15,3
Muammar Gaddafi,Generates a lot of enthusiasm,1 to 5,16,3
Muammar Gaddafi,Has a forgiving nature,1 to 5,17,3
Muammar Gaddafi,Tends to be disorganized,1 to 5,18,4
Muammar Gaddafi,Worries a lot,1 to 5,19,1
Muammar Gaddafi,Has an active imagination,1 to 5,20,3
Muammar Gaddafi,Tends to be quiet,1 to 5,21,3
Muammar Gaddafi,Is generally trusting,1 to 5,22,1
Muammar Gaddafi,Tends to be lazy,1 to 5,23,2
Muammar Gaddafi,"Is emotionally stable, not easily upset",1 to 5,24,4
Muammar Gaddafi,Is inventive,1 to 5,25,3
Muammar Gaddafi,Has an assertive personality,1 to 5,26,5
Muammar Gaddafi,Can be cold and aloof,1 to 5,27,2
Muammar Gaddafi,Perseveres until the task is finished,1 to 5,28,3
Muammar Gaddafi,Can be moody,1 to 5,29,4
Muammar Gaddafi,"Values artistic, aesthetic experiences",1 to 5,30,5
Muammar Gaddafi,"Is sometimes shy, inhibited",1 to 5,31,3
Muammar Gaddafi,Is considerate and kind to almost everyone,1 to 5,32,4
Muammar Gaddafi,Does things efficiently,1 to 5,33,3
Muammar Gaddafi,Remains calm in tense situations,1 to 5,34,4
Muammar Gaddafi,Prefers work that is routine,1 to 5,35,3
Muammar Gaddafi,"Is outgoing, sociable",1 to 5,36,2
Muammar Gaddafi,Is sometimes rude to others,1 to 5,37,5
Muammar Gaddafi,Gets nervous easily,1 to 5,38,4
Muammar Gaddafi,"Likes to reflect, play with ideas",1 to 5,39,4
Muammar Gaddafi,Has few artistic interests,1 to 5,40,5
Muammar Gaddafi,Likes to cooperate with others,1 to 5,41,3
Muammar Gaddafi,Is easily distracted,1 to 5,42,4
Muammar Gaddafi,"Is sophisticated in art, music, or Literature",1 to 5,43,1
Fidel Castro,Is talkative,1 to 5,1,5
Fidel Castro,Tends to find fault with others,1 to 5,2,3
Fidel Castro,Does a thorough job,1 to 5,3,3
Fidel Castro,"Is depressed, blue",1 to 5,4,2
Fidel Castro,"Is original, comes up with new ideas",1 to 5,5,3
Fidel Castro,Is reserved,1 to 5,6,2
Fidel Castro,Is helpful and unselfish with others,1 to 5,7,5
Fidel Castro,Can be somewhat careless,1 to 5,8,3
Fidel Castro,"Is relaxed, handles stress well",1 to 5,9,4
Fidel Castro,Is curious about many different things,1 to 5,10,1
Fidel Castro,Is full of energy,1 to 5,11,3
Fidel Castro,Starts quarrels with others,1 to 5,12,3
Fidel Castro,Is a reliable worker,1 to 5,13,5
Fidel Castro,Can be tense,1 to 5,14,1
Fidel Castro,"Is ingenious, a deep thinker",1 to 5,15,1
Fidel Castro,Generates a lot of enthusiasm,1 to 5,16,5
Fidel Castro,Has a forgiving nature,1 to 5,17,4
Fidel Castro,Tends to be disorganized,1 to 5,18,3
Fidel Castro,Worries a lot,1 to 5,19,3
Fidel Castro,Has an active imagination,1 to 5,20,3
Fidel Castro,Tends to be quiet,1 to 5,21,3
Fidel Castro,Is generally trusting,1 to 5,22,3
Fidel Castro,Tends to be lazy,1 to 5,23,3
Fidel Castro,"Is emotionally stable, not easily upset",1 to 5,24,1
Fidel Castro,Is inventive,1 to 5,25,1
Fidel Castro,Has an assertive personality,1 to 5,26,5
Fidel Castro,Can be cold and aloof,1 to 5,27,5
Fidel Castro,Perseveres until the task is finished,1 to 5,28,4
Fidel Castro,Can be moody,1 to 5,29,3
Fidel Castro,"Values artistic, aesthetic experiences",1 to 5,30,5
Fidel Castro,"Is sometimes shy, inhibited",1 to 5,31,5
Fidel Castro,Is considerate and kind to almost everyone,1 to 5,32,5
Fidel Castro,Does things efficiently,1 to 5,33,1
Fidel Castro,Remains calm in tense situations,1 to 5,34,5
Fidel Castro,Prefers work that is routine,1 to 5,35,4
Fidel Castro,"Is outgoing, sociable",1 to 5,36,1
Fidel Castro,Is sometimes rude to others,1 to 5,37,1
Fidel Castro,Makes plans and follows through with them,1 to 5,38,5
Fidel Castro,Gets nervous easily,1 to 5,39,4
Fidel Castro,"Likes to reflect, play with ideas",1 to 5,40,4
Fidel Castro,Has few artistic interests,1 to 5,41,3
Fidel Castro,Likes to cooperate with others,1 to 5,42,3
Fidel Castro,Is easily distracted,1 to 5,43,3
Fidel Castro,"Is sophisticated in art, music, or Literature",1 to 5,44,1
Jeffrey Dahmer,Is talkative,1 to 5,1,2
Jeffrey Dahmer,Tends to find fault with others,1 to 5,2,5
Jeffrey Dahmer,Does a thorough job,1 to 5,3,3
Jeffrey Dahmer,"Is depressed, blue",1 to 5,4,1
Jeffrey Dahmer,"Is original, comes up with new ideas",1 to 5,5,5
Jeffrey Dahmer,Is reserved,1 to 5,6,4
Jeffrey Dahmer,Is helpful and unselfish with others,1 to 5,7,1
Jeffrey Dahmer,Can be somewhat careless,1 to 5,8,2
Jeffrey Dahmer,"Is relaxed, handles stress well",1 to 5,9,3
Jeffrey Dahmer,Is curious about many different things,1 to 5,10,4
Jeffrey Dahmer,Is full of energy,1 to 5,11,2
Jeffrey Dahmer,Starts quarrels with others,1 to 5,12,5
Jeffrey Dahmer,Is a reliable worker,1 to 5,13,5
Jeffrey Dahmer,Can be tense,1 to 5,14,5
Jeffrey Dahmer,"Is ingenious, a deep thinker",1 to 5,15,5
Jeffrey Dahmer,Generates a lot of enthusiasm,1 to 5,16,5
Jeffrey Dahmer,Has a forgiving nature,1 to 5,17,2
Jeffrey Dahmer,Tends to be disorganized,1 to 5,18,3
Jeffrey Dahmer,Worries a lot,1 to 5,19,4
Jeffrey Dahmer,Has an active imagination,1 to 5,20,5
Jeffrey Dahmer,Tends to be quiet,1 to 5,21,5
Jeffrey Dahmer,Is generally trusting,1 to 5,22,5
Jeffrey Dahmer,Tends to be lazy,1 to 5,23,4
Jeffrey Dahmer,"Is emotionally stable, not easily upset",1 to 5,24,3
Jeffrey Dahmer,Is inventive,1 to 5,25,5
Jeffrey Dahmer,Has an assertive personality,1 to 5,26,5
Jeffrey Dahmer,Can be cold and aloof,1 to 5,27,4
Jeffrey Dahmer,Perseveres until the task is finished,1 to 5,28,5
Jeffrey Dahmer,Can be moody,1 to 5,29,4
Jeffrey Dahmer,"Values artistic, aesthetic experiences",1 to 5,30,1
Jeffrey Dahmer,"Is sometimes shy, inhibited",1 to 5,31,4
Jeffrey Dahmer,Is considerate and kind to almost everyone,1 to 5,32,3
Jeffrey Dahmer,Does things efficiently,1 to 5,33,5
Jeffrey Dahmer,Remains calm in tense situations,1 to 5,34,4
Jeffrey Dahmer,Prefers work that is routine,1 to 5,35,4
Jeffrey Dahmer,"Is outgoing, sociable",1 to 5,36,5
Jeffrey Dahmer,Is sometimes rude to others,1 to 5,37,5
Jeffrey Dahmer,Makes plans and follows through with them,1 to 5,38,5
Jeffrey Dahmer,Gets nervous easily,1 to 5,39,4
Jeffrey Dahmer,"Likes to reflect, play with ideas",1 to 5,40,5
Jeffrey Dahmer,Has few artistic interests,1 to 5,41,5
Jeffrey Dahmer,Likes to cooperate with others,1 to 5,42,3
Jeffrey Dahmer,Is easily distracted,1 to 5,43,5
Jeffrey Dahmer,"Is sophisticated in art, music, or Literature",1 to 5,44,5
Pablo Escobar,Is talkative,1 to 5,1,3
Pablo Escobar,Tends to find fault with others,1 to 5,2,3
Pablo Escobar,Does a thorough job,1 to 5,3,3
Pablo Escobar,"Is depressed, blue",1 to 5,4,1
Pablo Escobar,"Is original, comes up with new ideas",1 to 5,5,5
Pablo Escobar,Is reserved,1 to 5,6,3
Pablo Escobar,Is helpful and unselfish with others,1 to 5,7,1
Pablo Escobar,Can be somewhat careless,1 to 5,8,1
Pablo Escobar,"Is relaxed, handles stress well",1 to 5,9,3
Pablo Escobar,Is curious about many different things,1 to 5,10,2
Pablo Escobar,Is full of energy,1 to 5,11,5
Pablo Escobar,Starts quarrels with others,1 to 5,12,2
Pablo Escobar,Is a reliable worker,1 to 5,13,5
Pablo Escobar,Can be tense,1 to 5,14,1
Pablo Escobar,"Is ingenious, a deep thinker",1 to 5,15,5
Pablo Escobar,Generates a lot of enthusiasm,1 to 5,16,5
Pablo Escobar,Has a forgiving nature,1 to 5,17,3
Pablo Escobar,Tends to be disorganized,1 to 5,18,2
Pablo Escobar,Worries a lot,1 to 5,19,3
Pablo Escobar,Has an active imagination,1 to 5,20,3
Pablo Escobar,Tends to be quiet,1 to 5,21,5
Pablo Escobar,Is generally trusting,1 to 5,22,1
Pablo Escobar,Tends to be lazy,1 to 5,23,5
Pablo Escobar,"Is emotionally stable, not easily upset",1 to 5,24,5
Pablo Escobar,Is inventive,1 to 5,25,5
Pablo Escobar,Has an assertive personality,1 to 5,26,4
Pablo Escobar,Can be cold and aloof,1 to 5,27,1
Pablo Escobar,Perseveres until the task is finished,1 to 5,28,5
Pablo Escobar,Can be moody,1 to 5,29,2
Pablo Escobar,"Values artistic, aesthetic experiences",1 to 5,30,1
Pablo Escobar,"Is sometimes shy, inhibited",1 to 5,31,3
Pablo Escobar,Is considerate and kind to almost everyone,1 to 5,32,5
Pablo Escobar,Does things efficiently,1 to 5,33,5
Pablo Escobar,Remains calm in tense situations,1 to 5,34,5
Pablo Escobar,Prefers work that is routine,1 to 5,35,5
Pablo Escobar,"Is outgoing, sociable",1 to 5,36,5
Pablo Escobar,Is sometimes rude to others,1 to 5,37,3
Pablo Escobar,Makes plans and follows through with them,1 to 5,38,3
Pablo Escobar,Gets nervous easily,1 to 5,39,1
Pablo Escobar,"Likes to reflect, play with ideas",1 to 5,40,4
Pablo Escobar,Has few artistic interests,1 to 5,41,5
Pablo Escobar,Likes to cooperate with others,1 to 5,42,4
Pablo Escobar,Is easily distracted,1 to 5,43,5
Pablo Escobar,"Is sophisticated in art, music, or Literature",1 to 5,44,4
Ted Bundy,Is talkative,1 to 5,1,5
Ted Bundy,Tends to find fault with others,1 to 5,2,3
Ted Bundy,Does a thorough job,1 to 5,3,3
Ted Bundy,"Is depressed, blue",1 to 5,4,1
Ted Bundy,"Is original, comes up with new ideas",1 to 5,5,3
Ted Bundy,Is reserved,1 to 5,6,5
Ted Bundy,Is helpful and unselfish with others,1 to 5,7,4
Ted Bundy,Can be somewhat careless,1 to 5,8,3
Ted Bundy,"Is relaxed, handles stress well",1 to 5,9,2
Ted Bundy,Is curious about many different things,1 to 5,10,5
Ted Bundy,Is full of energy,1 to 5,11,3
Ted Bundy,Starts quarrels with others,1 to 5,12,5
Ted Bundy,Is a reliable worker,1 to 5,13,5
Ted Bundy,Can be tense,1 to 5,14,1
Ted Bundy,"Is ingenious, a deep thinker",1 to 5,15,2
Ted Bundy,Generates a lot of enthusiasm,1 to 5,16,3
Ted Bundy,Has a forgiving nature,1 to 5,17,3
Ted Bundy,Tends to be disorganized,1 to 5,18,1
Ted Bundy,Worries a lot,1 to 5,19,5
Ted Bundy,Has an active imagination,1 to 5,20,4
Ted Bundy,Tends to be quiet,1 to 5,21,1
Ted Bundy,Is generally trusting,1 to 5,22,5
Ted Bundy,Tends to be lazy,1 to 5,23,5
Ted Bundy,"Is emotionally stable, not easily upset",1 to 5,24,5
Ted Bundy,Is inventive,1 to 5,25,4
Ted Bundy,Has an assertive personality,1 to 5,26,3
Ted Bundy,Can be cold and aloof,1 to 5,27,5
Ted Bundy,Perseveres until the task is finished,1 to 5,28,4
Ted Bundy,Can be moody,1 to 5,29,2
Ted Bundy,"Values artistic, aesthetic experiences",1 to 5,30,5
Ted Bundy,"Is sometimes shy, inhibited",1 to 5,31,4
Ted Bundy,Is considerate and kind to almost everyone,1 to 5,32,3
Ted Bundy,Does things efficiently,1 to 5,33,3
Ted Bundy,Remains calm in tense situations,1 to 5,34,5
Ted Bundy,Prefers work that is routine,1 to 5,35,2
Ted Bundy,"Is outgoing, sociable",1 to 5,36,5
Ted Bundy,Is sometimes rude to others,1 to 5,37,4
Ted Bundy,Makes plans and follows through with them,1 to 5,38,5
Ted Bundy,Gets nervous easily,1 to 5,39,4
Ted Bundy,"Likes to reflect, play with ideas",1 to 5,40,1
Ted Bundy,Has few artistic interests,1 to 5,41,5
Ted Bundy,Likes to cooperate with others,1 to 5,42,4
Ted Bundy,Is easily distracted,1 to 5,43,3
Ted Bundy,"Is sophisticated in art, music, or Literature",1 to 5,44,4
Charles Manson,Is talkative,1 to 5,1,5
Charles Manson,Tends to find fault with others,1 to 5,2,3
Charles Manson,Does a thorough job,1 to 5,3,1
Charles Manson,"Is depressed, blue",1 to 5,4,5
Charles Manson,"Is original, comes up with new ideas",1 to 5,5,5
Charles Manson,Is reserved,1 to 5,6,1
Charles Manson,Is helpful and unselfish with others,1 to 5,7,3
Charles Manson,Can be somewhat careless,1 to 5,8,3
Charles Manson,"Is relaxed, handles stress well",1 to 5,9,5
Charles Manson,Is curious about many different things,1 to 5,10,3
Charles Manson,Is full of energy,1 to 5,11,1
Charles Manson,Starts quarrels with others,1 to 5,12,1
Charles Manson,Is a reliable worker,1 to 5,13,5
Charles Manson,Can be tense,1 to 5,14,5
Charles Manson,"Is ingenious, a deep thinker",1 to 5,15,5
Charles Manson,Generates a lot of enthusiasm,1 to 5,16,5
Charles Manson,Has a forgiving nature,1 to 5,17,5
Charles Manson,Tends to be disorganized,1 to 5,18,1
Charles Manson,Worries a lot,1 to 5,19,3
Charles Manson,Has an active imagination,1 to 5,20,1
Charles Manson,Tends to be quiet,1 to 5,21,1
Charles Manson,Is generally trusting,1 to 5,22,1
Charles Manson,Tends to be lazy,1 to 5,23,5
Charles Manson,"Is emotionally stable, not easily upset",1 to 5,24,1
Charles Manson,Is inventive,1 to 5,25,5
Charles Manson,Has an assertive personality,1 to 5,26,5
Charles Manson,Can be cold and aloof,1 to 5,27,4
Charles Manson,Perseveres until the task is finished,1 to 5,28,5
Charles Manson,Can be moody,1 to 5,29,5
Charles Manson,"Values artistic, aesthetic experiences",1 to 5,30,5
Charles Manson,"Is sometimes shy, inhibited",1 to 5,31,4
Charles Manson,Is considerate and kind to almost everyone,1 to 5,32,4
Charles Manson,Does things efficiently,1 to 5,33,3
Charles Manson,Prefers work that is routine,1 to 5,34,5
Charles Manson,"Is outgoing, sociable",1 to 5,35,2
Charles Manson,Is sometimes rude to others,1 to 5,36,5
Charles Manson,Makes plans and follows through with them,1 to 5,37,5
Charles Manson,Gets nervous easily,1 to 5,38,3
Charles Manson,"Likes to reflect, play with ideas",1 to 5,39,1
Charles Manson,Has few artistic interests,1 to 5,40,5
Charles Manson,Likes to cooperate with others,1 to 5,41,4
Charles Manson,Is easily distracted,1 to 5,42,3
Charles Manson,"Is sophisticated in art, music, or Literature",1 to 5,43,3
John Wayne Gacy,Is talkative,1 to 5,1,3
John Wayne Gacy,Tends to find fault with others,1 to 5,2,5
John Wayne Gacy,Does a thorough job,1 to 5,3,4
John Wayne Gacy,"Is depressed, blue",1 to 5,4,5
John Wayne Gacy,"Is original, comes up with new ideas",1 to 5,5,5
John Wayne Gacy,Is reserved,1 to 5,6,4
John Wayne Gacy,Is helpful and unselfish with others,1 to 5,7,1
John Wayne Gacy,Can be somewhat careless,1 to 5,8,5
John Wayne Gacy,"Is relaxed, handles stress well",1 to 5,9,5
John Wayne Gacy,Is curious about many different things,1 to 5,10,3
John Wayne Gacy,Is full of energy,1 to 5,11,3
John Wayne Gacy,Starts quarrels with others,1 to 5,12,5
John Wayne Gacy,Is a reliable worker,1 to 5,13,5
John Wayne Gacy,Can be tense,1 to 5,14,4
John Wayne Gacy,"Is ingenious, a deep thinker",1 to 5,15,4
John Wayne Gacy,Generates a lot of enthusiasm,1 to 5,16,5
John Wayne Gacy,Has a forgiving nature,1 to 5,17,5
John Wayne Gacy,Tends to be disorganized,1 to 5,18,5
John Wayne Gacy,Worries a lot,1 to 5,19,1
John Wayne Gacy,Has an active imagination,1 to 5,20,5
John Wayne Gacy,Tends to be quiet,1 to 5,21,4
John Wayne Gacy,Is generally trusting,1 to 5,22,2
John Wayne Gacy,Tends to be lazy,1 to 5,23,3
John Wayne Gacy,"Is emotionally stable, not easily upset",1 to 5,24,5
John Wayne Gacy,Is inventive,1 to 5,25,1
John Wayne Gacy,Has an assertive personality,1 to 5,26,5
John Wayne Gacy,Can be cold and aloof,1 to 5,27,4
John Wayne Gacy,Perseveres until the task is finished,1 to 5,28,4
John Wayne Gacy,Can be moody,1 to 5,29,3
John Wayne Gacy,"Values artistic, aesthetic experiences",1 to 5,30,5
John Wayne Gacy,"Is sometimes shy, inhibited",1 to 5,31,3
John Wayne Gacy,Is considerate and kind to almost everyone,1 to 5,32,3
John Wayne Gacy,Does things efficiently,1 to 5,33,4
John Wayne Gacy,Remains calm in tense situations,1 to 5,34,1
John Wayne Gacy,Prefers work that is routine,1 to 5,35,5
John Wayne Gacy,"Is outgoing, sociable",1 to 5,36,5
John Wayne Gacy,Is sometimes rude to others,1 to 5,37,1
John Wayne Gacy,Makes plans and follows through with them,1 to 5,38,5
John Wayne Gacy,Gets nervous easily,1 to 5,39,4
John Wayne Gacy,"Likes to reflect, play with ideas",1 to 5,40,5
John Wayne Gacy,Has few artistic interests,1 to 5,41,3
John Wayne Gacy,Likes to cooperate with others,1 to 5,42,1
John Wayne Gacy,Is easily distracted,1 to 5,43,5
John Wayne Gacy,"Is sophisticated in art, music, or Literature",1 to 5,44,5
Al Capone,Is talkative,1 to 5,1,4
Al Capone,Tends to find fault with others,1 to 5,2,1
Al Capone,Does a thorough job,1 to 5,3,3
Al Capone,"Is depressed, blue",1 to 5,4,3
Al Capone,"Is original, comes up with new ideas",1 to 5,5,1
Al Capone,Is reserved,1 to 5,6,3
Al Capone,Is helpful and unselfish with others,1 to 5,7,1
Al Capone,Can be somewhat careless,1 to 5,8,5
Al Capone,"Is relaxed, handles stress well",1 to 5,9,4
Al Capone,Is curious about many different things,1 to 5,10,3
Al Capone,Is full of energy,1 to 5,11,3
Al Capone,Starts quarrels with others,1 to 5,12,1
Al Capone,Is a reliable worker,1 to 5,13,2
Al Capone,Can be tense,1 to 5,14,3
Al Capone,"Is ingenious, a deep thinker",1 to 5,15,3
Al Capone,Generates a lot of enthusiasm,1 to 5,16,5
Al Capone,Has a forgiving nature,1 to 5,17,2
Al Capone,Tends to be disorganized,1 to 5,18,3
Al Capone,Worries a lot,1 to 5,19,2
Al Capone,Has an active imagination,1 to 5,20,5
Al Capone,Tends to be quiet,1 to 5,21,5
Al Capone,Is generally trusting,1 to 5,22,3
Al Capone,Tends to be lazy,1 to 5,23,3
Al Capone,"Is emotionally stable, not easily upset",1 to 5,24,1
