persona,text,likert_scale,Itemnum,answer
Attalus I,Has an active imagination,1 to 5,20,5
Attalus I,Tends to be quiet,1 to 5,21,3
Attalus I,Is generally trusting,1 to 5,22,5
Attalus I,Tends to be lazy,1 to 5,23,3
Attalus I,"Is emotionally stable, not easily upset",1 to 5,24,5
Attalus I,Is inventive,1 to 5,25,4
Attalus I,Has an assertive personality,1 to 5,26,1
Attalus I,Can be cold and aloof,1 to 5,27,5
Attalus I,Perseveres until the task is finished,1 to 5,28,5
Attalus I,Can be moody,1 to 5,29,1
Attalus I,"Values artistic, aesthetic experiences",1 to 5,30,4
Attalus I,"Is sometimes shy, inhibited",1 to 5,31,3
Attalus I,Is considerate and kind to almost everyone,1 to 5,32,4
Attalus I,Does things efficiently,1 to 5,33,3
Attalus I,Remains calm in tense situations,1 to 5,34,5
Attalus I,Prefers work that is routine,1 to 5,35,5
Attalus I,"Is outgoing, sociable",1 to 5,36,5
Attalus I,Is sometimes rude to others,1 to 5,37,4
Attalus I,Makes plans and follows through with them,1 to 5,38,1
Attalus I,Gets nervous easily,1 to 5,39,5
Attalus I,"Likes to reflect, play with ideas",1 to 5,40,3
Attalus I,Has few artistic interests,1 to 5,41,4
Attalus I,Likes to cooperate with others,1 to 5,42,3
Attalus I,Is easily distracted,1 to 5,43,3
Attalus I,"Is sophisticated in art, music, or Literature",1 to 5,44,5
