persona,source,text,Itemnum,answer
Charles K. Kao,Scientist,"Is sometimes shy, inhibited",31,1
Charles K. Kao,Scientist,Is considerate and kind to almost everyone,32,4
Charles K. Kao,Scientist,Does things efficiently,33,1
Charles K. Kao,Scientist,Remains calm in tense situations,34,3
Charles K. Kao,Scientist,Prefers work that is routine,35,1
Charles K. Kao,Scientist,"Is outgoing, sociable",36,1
Charles K. Kao,Scientist,Is sometimes rude to others,37,3
Charles K. Kao,Scientist,Makes plans and follows through with them,38,4
Charles K. Kao,Scientist,Gets nervous easily,39,4
Charles K. Kao,Scientist,"Likes to reflect, play with ideas",40,5
Charles K. Kao,Scientist,Has few artistic interests,41,4
Charles K. Kao,Scientist,Likes to cooperate with others,42,4
Charles K. Kao,Scientist,Is easily distracted,43,4
Charles K. Kao,Scientist,"Is sophisticated in art, music, or Literature",44,1
Andre Geim,Scientist,Is talkative,1,1
Andre Geim,Scientist,Tends to find fault with others,2,1
Andre Geim,Scientist,Does a thorough job,3,5
Andre Geim,Scientist,"Is depressed, blue",4,5
Andre Geim,Scientist,"Is original, comes up with new ideas",5,1
Andre Geim,Scientist,Is reserved,6,5
Andre Geim,Scientist,Is helpful and unselfish with others,7,1
Andre Geim,Scientist,Can be somewhat careless,8,3
Andre Geim,Scientist,"Is relaxed, handles stress well",9,4
Andre Geim,Scientist,Is curious about many different things,10,4
Andre Geim,Scientist,Is full of energy,11,4
Andre Geim,Scientist,Starts quarrels with others,12,2
Andre Geim,Scientist,Is a reliable worker,13,2
Andre Geim,Scientist,Can be tense,14,1
Andre Geim,Scientist,"Is ingenious, a deep thinker",15,2
Andre Geim,Scientist,Generates a lot of enthusiasm,16,2
Andre Geim,Scientist,Has a forgiving nature,17,4
Andre Geim,Scientist,Tends to be disorganized,18,3
Andre Geim,Scientist,Worries a lot,19,1
Andre Geim,Scientist,Has an active imagination,20,1
Andre Geim,Scientist,Tends to be quiet,21,4
Andre Geim,Scientist,Is generally trusting,22,5
Andre Geim,Scientist,Tends to be lazy,23,1
Andre Geim,Scientist,"Is emotionally stable, not easily upset",24,5
Andre Geim,Scientist,Is inventive,25,3
Andre Geim,Scientist,Has an assertive personality,26,4
Andre Geim,Scientist,Can be cold and aloof,27,2
Andre Geim,Scientist,Perseveres until the task is finished,28,5
Andre Geim,Scientist,Can be moody,29,1
Andre Geim,Scientist,"Values artistic, aesthetic experiences",30,3
Andre Geim,Scientist,"Is sometimes shy, inhibited",31,4
Andre Geim,Scientist,Is considerate and kind to almost everyone,32,4
Andre Geim,Scientist,Does things efficiently,33,5
Andre Geim,Scientist,Remains calm in tense situations,34,3
Andre Geim,Scientist,Prefers work that is routine,35,3
Andre Geim,Scientist,"Is outgoing, sociable",36,2
Andre Geim,Scientist,Is sometimes rude to others,37,5
Andre Geim,Scientist,Makes plans and follows through with them,38,3
Andre Geim,Scientist,Gets nervous easily,39,3
Andre Geim,Scientist,"Likes to reflect, play with ideas",40,3
Andre Geim,Scientist,Has few artistic interests,41,4
Andre Geim,Scientist,Likes to cooperate with others,42,5
Andre Geim,Scientist,Is easily distracted,43,2
Andre Geim,Scientist,"Is sophisticated in art, music, or Literature",44,3
Sheldon Glashow,Scientist,Is talkative,1,3
Sheldon Glashow,Scientist,Tends to find fault with others,2,3
Sheldon Glashow,Scientist,Does a thorough job,3,4
Sheldon Glashow,Scientist,"Is depressed, blue",4,5
Sheldon Glashow,Scientist,"Is original, comes up with new ideas",5,5
Sheldon Glashow,Scientist,Is reserved,6,3
Sheldon Glashow,Scientist,Is helpful and unselfish with others,7,4
Sheldon Glashow,Scientist,Can be somewhat careless,8,4
Sheldon Glashow,Scientist,"Is relaxed, handles stress well",9,4
Sheldon Glashow,Scientist,Is curious about many different things,10,2
Sheldon Glashow,Scientist,Is full of energy,11,1
Sheldon Glashow,Scientist,Starts quarrels with others,12,3
Sheldon Glashow,Scientist,Is a reliable worker,13,1
Sheldon Glashow,Scientist,Can be tense,14,3
Sheldon Glashow,Scientist,"Is ingenious, a deep thinker",15,1
Sheldon Glashow,Scientist,Generates a lot of enthusiasm,16,5
Sheldon Glashow,Scientist,Has a forgiving nature,17,5
Sheldon Glashow,Scientist,Tends to be disorganized,18,1
Sheldon Glashow,Scientist,Worries a lot,19,4
Sheldon Glashow,Scientist,Has an active imagination,20,1
Sheldon Glashow,Scientist,Tends to be quiet,21,2
Sheldon Glashow,Scientist,Is generally trusting,22,4
Sheldon Glashow,Scientist,Tends to be lazy,23,4
Sheldon Glashow,Scientist,"Is emotionally stable, not easily upset",24,4
Sheldon Glashow,Scientist,Is inventive,25,2
Sheldon Glashow,Scientist,Has an assertive personality,26,3
Sheldon Glashow,Scientist,Can be cold and aloof,27,1
Sheldon Glashow,Scientist,Perseveres until the task is finished,28,1
Sheldon Glashow,Scientist,Can be moody,29,2
Sheldon Glashow,Scientist,"Values artistic, aesthetic experiences",30,5
Sheldon Glashow,Scientist,"Is sometimes shy, inhibited",31,2
Sheldon Glashow,Scientist,Is considerate and kind to almost everyone,32,3
Sheldon Glashow,Scientist,Does things efficiently,33,4
Sheldon Glashow,Scientist,Remains calm in tense situations,34,3
Sheldon Glashow,Scientist,Prefers work that is routine,35,1
Sheldon Glashow,Scientist,"Is outgoing, sociable",36,1
Sheldon Glashow,Scientist,Is sometimes rude to others,37,3
Sheldon Glashow,Scientist,Makes plans and follows through with them,38,5
Sheldon Glashow,Scientist,Gets nervous easily,39,4
Sheldon Glashow,Scientist,"Likes to reflect, play with ideas",40,5
Sheldon Glashow,Scientist,Has few artistic interests,41,4
Sheldon Glashow,Scientist,Likes to cooperate with others,42,5
Sheldon Glashow,Scientist,Is easily distracted,43,3
Sheldon Glashow,Scientist,"Is sophisticated in art, music, or Literature",44,3
Jean-Baptiste Biot,Scientist,Is talkative,1,5
Jean-Baptiste Biot,Scientist,Tends to find fault with others,2,5
Jean-Baptiste Biot,Scientist,Does a thorough job,3,5
Jean-Baptiste Biot,Scientist,"Is depressed, blue",4,5
Jean-Baptiste Biot,Scientist,"Is original, comes up with new ideas",5,5
Jean-Baptiste Biot,Scientist,Is reserved,6,4
Jean-Baptiste Biot,Scientist,Is helpful and unselfish with others,7,4
Jean-Baptiste Biot,Scientist,Can be somewhat careless,8,2
Jean-Baptiste Biot,Scientist,"Is relaxed, handles stress well",9,5
Jean-Baptiste Biot,Scientist,Is curious about many different things,10,2
Jean-Baptiste Biot,Scientist,Is full of energy,11,4
Jean-Baptiste Biot,Scientist,Starts quarrels with others,12,5
Jean-Baptiste Biot,Scientist,Is a reliable worker,13,4
Jean-Baptiste Biot,Scientist,Can be tense,14,1
Jean-Baptiste Biot,Scientist,"Is ingenious, a deep thinker",15,1
Jean-Baptiste Biot,Scientist,Generates a lot of enthusiasm,16,1
Jean-Baptiste Biot,Scientist,Has a forgiving nature,17,5
Jean-Baptiste Biot,Scientist,Tends to be disorganized,18,2
Jean-Baptiste Biot,Scientist,Worries a lot,19,2
Jean-Baptiste Biot,Scientist,Has an active imagination,20,4
Jean-Baptiste Biot,Scientist,Tends to be quiet,21,2
Jean-Baptiste Biot,Scientist,Is generally trusting,22,1
Jean-Baptiste Biot,Scientist,Tends to be lazy,23,4
Jean-Baptiste Biot,Scientist,"Is emotionally stable, not easily upset",24,4
Jean-Baptiste Biot,Scientist,Is inventive,25,1
Jean-Baptiste Biot,Scientist,Has an assertive personality,26,4
Jean-Baptiste Biot,Scientist,Can be cold and aloof,27,3
Jean-Baptiste Biot,Scientist,Perseveres until the task is finished,28,5
Jean-Baptiste Biot,Scientist,Can be moody,29,5
Jean-Baptiste Biot,Scientist,"Values artistic, aesthetic experiences",30,4
Jean-Baptiste Biot,Scientist,"Is sometimes shy, inhibited",31,3
Jean-Baptiste Biot,Scientist,Is considerate and kind to almost everyone,32,5
Jean-Baptiste Biot,Scientist,Does things efficiently,33,5
Jean-Baptiste Biot,Scientist,Remains calm in tense situations,34,1
Jean-Baptiste Biot,Scientist,Prefers work that is routine,35,5
Jean-Baptiste Biot,Scientist,"Is outgoing, sociable",36,5
Jean-Baptiste Biot,Scientist,Is sometimes rude to others,37,5
Jean-Baptiste Biot,Scientist,Makes plans and follows through with them,38,5
Jean-Baptiste Biot,Scientist,Gets nervous easily,39,3
Jean-Baptiste Biot,Scientist,"Likes to reflect, play with ideas",40,3
Jean-Baptiste Biot,Scientist,Has few artistic interests,41,2
Jean-Baptiste Biot,Scientist,Likes to cooperate with others,42,5
Jean-Baptiste Biot,Scientist,Is easily distracted,43,1
Jean-Baptiste Biot,Scientist,"Is sophisticated in art, music, or Literature",44,3
John Howard Northrop,Scientist,Is talkative,1,3
John Howard Northrop,Scientist,Tends to find fault with others,2,3
John Howard Northrop,Scientist,Does a thorough job,3,1
John Howard Northrop,Scientist,"Is depressed, blue",4,1
John Howard Northrop,Scientist,"Is original, comes up with new ideas",5,3
John Howard Northrop,Scientist,Is reserved,6,5
John Howard Northrop,Scientist,Is helpful and unselfish with others,7,4
John Howard Northrop,Scientist,Can be somewhat careless,8,1
John Howard Northrop,Scientist,"Is relaxed, handles stress well",9,2
John Howard Northrop,Scientist,Is curious about many different things,10,3
John Howard Northrop,Scientist,Is full of energy,11,1
John Howard Northrop,Scientist,Starts quarrels with others,12,2
John Howard Northrop,Scientist,Is a reliable worker,13,4
John Howard Northrop,Scientist,Can be tense,14,1
John Howard Northrop,Scientist,"Is ingenious, a deep thinker",15,3
John Howard Northrop,Scientist,Generates a lot of enthusiasm,16,2
John Howard Northrop,Scientist,Has a forgiving nature,17,2
John Howard Northrop,Scientist,Tends to be disorganized,18,3
John Howard Northrop,Scientist,Worries a lot,19,5
John Howard Northrop,Scientist,Has an active imagination,20,4
John Howard Northrop,Scientist,Tends to be quiet,21,5
John Howard Northrop,Scientist,Is generally trusting,22,1
John Howard Northrop,Scientist,Tends to be lazy,23,2
John Howard Northrop,Scientist,"Is emotionally stable, not easily upset",24,5
John Howard Northrop,Scientist,Is inventive,25,5
John Howard Northrop,Scientist,Has an assertive personality,26,5
John Howard Northrop,Scientist,Can be cold and aloof,27,4
John Howard Northrop,Scientist,Perseveres until the task is finished,28,5
John Howard Northrop,Scientist,Can be moody,29,3
John Howard Northrop,Scientist,"Values artistic, aesthetic experiences",30,1
John Howard Northrop,Scientist,"Is sometimes shy, inhibited",31,4
John Howard Northrop,Scientist,Is considerate and kind to almost everyone,32,4
John Howard Northrop,Scientist,Does things efficiently,33,4
John Howard Northrop,Scientist,Remains calm in tense situations,34,4
John Howard Northrop,Scientist,Prefers work that is routine,35,2
John Howard Northrop,Scientist,"Is outgoing, sociable",36,4
John Howard Northrop,Scientist,Is sometimes rude to others,37,3
John Howard Northrop,Scientist,Makes plans and follows through with them,38,4
John Howard Northrop,Scientist,Gets nervous easily,39,4
John Howard Northrop,Scientist,"Likes to reflect, play with ideas",40,5
John Howard Northrop,Scientist,Has few artistic interests,41,5
John Howard Northrop,Scientist,Likes to cooperate with others,42,3
John Howard Northrop,Scientist,Is easily distracted,43,2
John Howard Northrop,Scientist,"Is sophisticated in art, music, or Literature",44,2
Niels Ryberg Finsen,Scientist,Is talkative,1,5
Niels Ryberg Finsen,Scientist,Tends to find fault with others,2,3
Niels Ryberg Finsen,Scientist,Does a thorough job,3,5
Niels Ryberg Finsen,Scientist,"Is depressed, blue",4,5
Niels Ryberg Finsen,Scientist,"Is original, comes up with new ideas",5,5
Niels Ryberg Finsen,Scientist,Is reserved,6,3
Niels Ryberg Finsen,Scientist,Is helpful and unselfish with others,7,5
Niels Ryberg Finsen,Scientist,Can be somewhat careless,8,3
Niels Ryberg Finsen,Scientist,"Is relaxed, handles stress well",9,1
Niels Ryberg Finsen,Scientist,Is curious about many different things,10,3
Niels Ryberg Finsen,Scientist,Is full of energy,11,1
Niels Ryberg Finsen,Scientist,Starts quarrels with others,12,5
Niels Ryberg Finsen,Scientist,Is a reliable worker,13,1
Niels Ryberg Finsen,Scientist,Can be tense,14,4
Niels Ryberg Finsen,Scientist,"Is ingenious, a deep thinker",15,4
Niels Ryberg Finsen,Scientist,Generates a lot of enthusiasm,16,2
Niels Ryberg Finsen,Scientist,Has a forgiving nature,17,3
Niels Ryberg Finsen,Scientist,Tends to be disorganized,18,5
Niels Ryberg Finsen,Scientist,Worries a lot,19,5
Niels Ryberg Finsen,Scientist,Has an active imagination,20,5
Niels Ryberg Finsen,Scientist,Tends to be quiet,21,4
Niels Ryberg Finsen,Scientist,Is generally trusting,22,2
Niels Ryberg Finsen,Scientist,Tends to be lazy,23,4
Niels Ryberg Finsen,Scientist,"Is emotionally stable, not easily upset",24,5
Niels Ryberg Finsen,Scientist,Is inventive,25,4
Niels Ryberg Finsen,Scientist,Has an assertive personality,26,4
Niels Ryberg Finsen,Scientist,Can be cold and aloof,27,1
Niels Ryberg Finsen,Scientist,Perseveres until the task is finished,28,1
Niels Ryberg Finsen,Scientist,Can be moody,29,5
Niels Ryberg Finsen,Scientist,"Values artistic, aesthetic experiences",30,2
Niels Ryberg Finsen,Scientist,"Is sometimes shy, inhibited",31,1
Niels Ryberg Finsen,Scientist,Is considerate and kind to almost everyone,32,4
Niels Ryberg Finsen,Scientist,Does things efficiently,33,3
Niels Ryberg Finsen,Scientist,Remains calm in tense situations,34,1
Niels Ryberg Finsen,Scientist,Prefers work that is routine,35,1
Niels Ryberg Finsen,Scientist,"Is outgoing, sociable",36,4
Niels Ryberg Finsen,Scientist,Is sometimes rude to others,37,4
Niels Ryberg Finsen,Scientist,Makes plans and follows through with them,38,5
Niels Ryberg Finsen,Scientist,Gets nervous easily,39,3
Niels Ryberg Finsen,Scientist,"Likes to reflect, play with ideas",40,4
Niels Ryberg Finsen,Scientist,Has few artistic interests,41,3
Niels Ryberg Finsen,Scientist,Likes to cooperate with others,42,5
Niels Ryberg Finsen,Scientist,Is easily distracted,43,3
Niels Ryberg Finsen,Scientist,"Is sophisticated in art, music, or Literature",44,4
Ayaan Hirsi Ali,Scientist,Is talkative,1,3
Ayaan Hirsi Ali,Scientist,Tends to find fault with others,2,3
Ayaan Hirsi Ali,Scientist,Does a thorough job,3,2
Ayaan Hirsi Ali,Scientist,"Is depressed, blue",4,3
Ayaan Hirsi Ali,Scientist,"Is original, comes up with new ideas",5,4
Ayaan Hirsi Ali,Scientist,Is reserved,6,3
Ayaan Hirsi Ali,Scientist,Is helpful and unselfish with others,7,4
Ayaan Hirsi Ali,Scientist,Can be somewhat careless,8,4
Ayaan Hirsi Ali,Scientist,"Is relaxed, handles stress well",9,5
Ayaan Hirsi Ali,Scientist,Is curious about many different things,10,4
Ayaan Hirsi Ali,Scientist,Is full of energy,11,4
Ayaan Hirsi Ali,Scientist,Starts quarrels with others,12,4
Ayaan Hirsi Ali,Scientist,Is a reliable worker,13,1
Ayaan Hirsi Ali,Scientist,Can be tense,14,4
Ayaan Hirsi Ali,Scientist,"Is ingenious, a deep thinker",15,3
Ayaan Hirsi Ali,Scientist,Generates a lot of enthusiasm,16,1
Ayaan Hirsi Ali,Scientist,Has a forgiving nature,17,1
Ayaan Hirsi Ali,Scientist,Tends to be disorganized,18,3
Ayaan Hirsi Ali,Scientist,Worries a lot,19,1
Ayaan Hirsi Ali,Scientist,Has an active imagination,20,3
Ayaan Hirsi Ali,Scientist,Tends to be quiet,21,5
Ayaan Hirsi Ali,Scientist,Is generally trusting,22,5
Ayaan Hirsi Ali,Scientist,Tends to be lazy,23,2
Ayaan Hirsi Ali,Scientist,"Is emotionally stable, not easily upset",24,2
Ayaan Hirsi Ali,Scientist,Is inventive,25,4
Ayaan Hirsi Ali,Scientist,Has an assertive personality,26,3
Ayaan Hirsi Ali,Scientist,Can be cold and aloof,27,1
Ayaan Hirsi Ali,Scientist,Perseveres until the task is finished,28,3
Ayaan Hirsi Ali,Scientist,Can be moody,29,3
Ayaan Hirsi Ali,Scientist,"Values artistic, aesthetic experiences",30,5
Ayaan Hirsi Ali,Scientist,"Is sometimes shy, inhibited",31,1
Ayaan Hirsi Ali,Scientist,Is considerate and kind to almost everyone,32,4
Ayaan Hirsi Ali,Scientist,Does things efficiently,33,2
Ayaan Hirsi Ali,Scientist,Remains calm in tense situations,34,5
Ayaan Hirsi Ali,Scientist,Prefers work that is routine,35,4
Ayaan Hirsi Ali,Scientist,"Is outgoing, sociable",36,4
Ayaan Hirsi Ali,Scientist,Is sometimes rude to others,37,3
Ayaan Hirsi Ali,Scientist,Makes plans and follows through with them,38,4
Ayaan Hirsi Ali,Scientist,Gets nervous easily,39,4
Ayaan Hirsi Ali,Scientist,"Likes to reflect, play with ideas",40,2
Ayaan Hirsi Ali,Scientist,Has few artistic interests,41,1
Ayaan Hirsi Ali,Scientist,Likes to cooperate with others,42,5
Ayaan Hirsi Ali,Scientist,Is easily distracted,43,4
Ayaan Hirsi Ali,Scientist,"Is sophisticated in art, music, or Literature",44,4
Willard Boyle,Scientist,Is talkative,1,3
Willard Boyle,Scientist,Tends to find fault with others,2,2
Willard Boyle,Scientist,Does a thorough job,3,3
Willard Boyle,Scientist,"Is depressed, blue",4,1
Willard Boyle,Scientist,"Is original, comes up with new ideas",5,4
Willard Boyle,Scientist,Is reserved,6,2
Willard Boyle,Scientist,Is helpful and unselfish with others,7,2
Willard Boyle,Scientist,Can be somewhat careless,8,1
Willard Boyle,Scientist,"Is relaxed, handles stress well",9,5
Willard Boyle,Scientist,Is curious about many different things,10,1
Willard Boyle,Scientist,Is full of energy,11,5
Willard Boyle,Scientist,Starts quarrels with others,12,4
Willard Boyle,Scientist,Is a reliable worker,13,5
Willard Boyle,Scientist,Can be tense,14,5
Willard Boyle,Scientist,"Is ingenious, a deep thinker",15,4
Willard Boyle,Scientist,Generates a lot of enthusiasm,16,5
Willard Boyle,Scientist,Has a forgiving nature,17,2
Willard Boyle,Scientist,Tends to be disorganized,18,4
Willard Boyle,Scientist,Worries a lot,19,3
Willard Boyle,Scientist,Has an active imagination,20,1
Willard Boyle,Scientist,Tends to be quiet,21,3
Willard Boyle,Scientist,Is generally trusting,22,2
Willard Boyle,Scientist,Tends to be lazy,23,2
Willard Boyle,Scientist,"Is emotionally stable, not easily upset",24,2
Willard Boyle,Scientist,Is inventive,25,1
Willard Boyle,Scientist,Has an assertive personality,26,4
Willard Boyle,Scientist,Can be cold and aloof,27,3
Willard Boyle,Scientist,Perseveres until the task is finished,28,5
Willard Boyle,Scientist,Can be moody,29,3
Willard Boyle,Scientist,"Values artistic, aesthetic experiences",30,5
Willard Boyle,Scientist,"Is sometimes shy, inhibited",31,4
Willard Boyle,Scientist,Is considerate and kind to almost everyone,32,3
Willard Boyle,Scientist,Does things efficiently,33,1
Willard Boyle,Scientist,Remains calm in tense situations,34,5
Willard Boyle,Scientist,Prefers work that is routine,35,4
Willard Boyle,Scientist,"Is outgoing, sociable",36,1
Willard Boyle,Scientist,Is sometimes rude to others,37,3
Willard Boyle,Scientist,Makes plans and follows through with them,38,4
Willard Boyle,Scientist,Gets nervous easily,39,4
Willard Boyle,Scientist,"Likes to reflect, play with ideas",40,3
Willard Boyle,Scientist,Has few artistic interests,41,1
Willard Boyle,Scientist,Likes to cooperate with others,42,1
Willard Boyle,Scientist,Is easily distracted,43,1
Willard Boyle,Scientist,"Is sophisticated in art, music, or Literature",44,5
Tadeusz Reichstein,Scientist,Is talkative,1,5
Tadeusz Reichstein,Scientist,Tends to find fault with others,2,3
Tadeusz Reichstein,Scientist,Does a thorough job,3,5
Tadeusz Reichstein,Scientist,"Is depressed, blue",4,5
Tadeusz Reichstein,Scientist,"Is original, comes up with new ideas",5,5
Tadeusz Reichstein,Scientist,Is reserved,6,5
Tadeusz Reichstein,Scientist,Is helpful and unselfish with others,7,3
Tadeusz Reichstein,Scientist,Can be somewhat careless,8,1
Tadeusz Reichstein,Scientist,"Is relaxed, handles stress well",9,3
Tadeusz Reichstein,Scientist,Is curious about many different things,10,2
Tadeusz Reichstein,Scientist,Is full of energy,11,2
Tadeusz Reichstein,Scientist,Starts quarrels with others,12,5
Tadeusz Reichstein,Scientist,Is a reliable worker,13,3
Tadeusz Reichstein,Scientist,Can be tense,14,3
Tadeusz Reichstein,Scientist,"Is ingenious, a deep thinker",15,4
Tadeusz Reichstein,Scientist,Generates a lot of enthusiasm,16,3
Tadeusz Reichstein,Scientist,Has a forgiving nature,17,4
Tadeusz Reichstein,Scientist,Tends to be disorganized,18,3
Tadeusz Reichstein,Scientist,Worries a lot,19,1
Tadeusz Reichstein,Scientist,Has an active imagination,20,3
Tadeusz Reichstein,Scientist,Tends to be quiet,21,4
Tadeusz Reichstein,Scientist,Is generally trusting,22,5
Tadeusz Reichstein,Scientist,Tends to be lazy,23,3
Tadeusz Reichstein,Scientist,"Is emotionally stable, not easily upset",24,4
Tadeusz Reichstein,Scientist,Is inventive,25,3
Tadeusz Reichstein,Scientist,Has an assertive personality,26,5
Tadeusz Reichstein,Scientist,Can be cold and aloof,27,3
Tadeusz Reichstein,Scientist,Perseveres until the task is finished,28,4
Tadeusz Reichstein,Scientist,Can be moody,29,2
Tadeusz Reichstein,Scientist,"Values artistic, aesthetic experiences",30,5
Tadeusz Reichstein,Scientist,"Is sometimes shy, inhibited",31,4
Tadeusz Reichstein,Scientist,Is considerate and kind to almost everyone,32,1
Tadeusz Reichstein,Scientist,Does things efficiently,33,5
Tadeusz Reichstein,Scientist,Remains calm in tense situations,34,4
Tadeusz Reichstein,Scientist,Prefers work that is routine,35,4
Tadeusz Reichstein,Scientist,"Is outgoing, sociable",36,3
Tadeusz Reichstein,Scientist,Is sometimes rude to others,37,4
Tadeusz Reichstein,Scientist,Makes plans and follows through with them,38,4
Tadeusz Reichstein,Scientist,Gets nervous easily,39,4
Tadeusz Reichstein,Scientist,"Likes to reflect, play with ideas",40,2
Tadeusz Reichstein,Scientist,Has few artistic interests,41,5
Tadeusz Reichstein,Scientist,Likes to cooperate with others,42,3
Tadeusz Reichstein,Scientist,Is easily distracted,43,5
Tadeusz Reichstein,Scientist,"Is sophisticated in art, music, or Literature",44,4
Benjamin Constant,Scientist,Is talkative,1,5
Benjamin Constant,Scientist,Tends to find fault with others,2,4
Benjamin Constant,Scientist,Does a thorough job,3,3
Benjamin Constant,Scientist,"Is depressed, blue",4,5
Benjamin Constant,Scientist,"Is original, comes up with new ideas",5,3
Benjamin Constant,Scientist,Is reserved,6,5
Benjamin Constant,Scientist,Is helpful and unselfish with others,7,3
Benjamin Constant,Scientist,Can be somewhat careless,8,4
Benjamin Constant,Scientist,"Is relaxed, handles stress well",9,1
Benjamin Constant,Scientist,Is curious about many different things,10,3
Benjamin Constant,Scientist,Is full of energy,11,5
Benjamin Constant,Scientist,Starts quarrels with others,12,1
Benjamin Constant,Scientist,Is a reliable worker,13,5
Benjamin Constant,Scientist,Can be tense,14,1
Benjamin Constant,Scientist,"Is ingenious, a deep thinker",15,2
Benjamin Constant,Scientist,Generates a lot of enthusiasm,16,2
Benjamin Constant,Scientist,Has a forgiving nature,17,5
Benjamin Constant,Scientist,Tends to be disorganized,18,1
Benjamin Constant,Scientist,Worries a lot,19,1
Benjamin Constant,Scientist,Has an active imagination,20,3
Benjamin Constant,Scientist,Tends to be quiet,21,3
Benjamin Constant,Scientist,Is generally trusting,22,5
Benjamin Constant,Scientist,Tends to be lazy,23,1
Benjamin Constant,Scientist,"Is emotionally stable, not easily upset",24,3
Benjamin Constant,Scientist,Is inventive,25,5
Benjamin Constant,Scientist,Has an assertive personality,26,5
Benjamin Constant,Scientist,Can be cold and aloof,27,1
Benjamin Constant,Scientist,Perseveres until the task is finished,28,5
Benjamin Constant,Scientist,Can be moody,29,3
Benjamin Constant,Scientist,"Values artistic, aesthetic experiences",30,3
Benjamin Constant,Scientist,"Is sometimes shy, inhibited",31,5
Benjamin Constant,Scientist,Is considerate and kind to almost everyone,32,3
Benjamin Constant,Scientist,Does things efficiently,33,2
Benjamin Constant,Scientist,Remains calm in tense situations,34,3
Benjamin Constant,Scientist,Prefers work that is routine,35,2
Benjamin Constant,Scientist,"Is outgoing, sociable",36,1
Benjamin Constant,Scientist,Is sometimes rude to others,37,1
Benjamin Constant,Scientist,Makes plans and follows through with them,38,5
Benjamin Constant,Scientist,Gets nervous easily,39,3
Benjamin Constant,Scientist,"Likes to reflect, play with ideas",40,2
Benjamin Constant,Scientist,Has few artistic interests,41,3
Benjamin Constant,Scientist,Likes to cooperate with others,42,1
Benjamin Constant,Scientist,Is easily distracted,43,1
Benjamin Constant,Scientist,"Is sophisticated in art, music, or Literature",44,1
Ivar Giaever,Scientist,Is talkative,1,5
Ivar Giaever,Scientist,Tends to find fault with others,2,5
Ivar Giaever,Scientist,Does a thorough job,3,5
Ivar Giaever,Scientist,"Is depressed, blue",4,2
Ivar Giaever,Scientist,"Is original, comes up with new ideas",5,4
Ivar Giaever,Scientist,Is reserved,6,1
Ivar Giaever,Scientist,Is helpful and unselfish with others,7,4
Ivar Giaever,Scientist,Can be somewhat careless,8,2
Ivar Giaever,Scientist,"Is relaxed, handles stress well",9,4
Ivar Giaever,Scientist,Is curious about many different things,10,4
Ivar Giaever,Scientist,Is full of energy,11,4
Ivar Giaever,Scientist,Starts quarrels with others,12,3
Ivar Giaever,Scientist,Is a reliable worker,13,5
Ivar Giaever,Scientist,Can be tense,14,5
Ivar Giaever,Scientist,"Is ingenious, a deep thinker",15,5
Ivar Giaever,Scientist,Generates a lot of enthusiasm,16,5
Ivar Giaever,Scientist,Has a forgiving nature,17,4
Ivar Giaever,Scientist,Tends to be disorganized,18,2
Ivar Giaever,Scientist,Worries a lot,19,4
Ivar Giaever,Scientist,Has an active imagination,20,3
Ivar Giaever,Scientist,Tends to be quiet,21,1
Ivar Giaever,Scientist,Is generally trusting,22,3
Ivar Giaever,Scientist,Tends to be lazy,23,4
Ivar Giaever,Scientist,"Is emotionally stable, not easily upset",24,5
Ivar Giaever,Scientist,Is inventive,25,5
Ivar Giaever,Scientist,Has an assertive personality,26,4
Ivar Giaever,Scientist,Can be cold and aloof,27,3
Ivar Giaever,Scientist,Perseveres until the task is finished,28,5
Ivar Giaever,Scientist,Can be moody,29,5
Ivar Giaever,Scientist,"Values artistic, aesthetic experiences",30,5
Ivar Giaever,Scientist,"Is sometimes shy, inhibited",31,4
Ivar Giaever,Scientist,Is considerate and kind to almost everyone,32,4
Ivar Giaever,Scientist,Does things efficiently,33,3
Ivar Giaever,Scientist,Remains calm in tense situations,34,4
Ivar Giaever,Scientist,Prefers work that is routine,35,5
Ivar Giaever,Scientist,"Is outgoing, sociable",36,5
Ivar Giaever,Scientist,Is sometimes rude to others,37,4
Ivar Giaever,Scientist,Makes plans and follows through with them,38,5
Ivar Giaever,Scientist,Gets nervous easily,39,4
Ivar Giaever,Scientist,"Likes to reflect, play with ideas",40,3
Ivar Giaever,Scientist,Has few artistic interests,41,2
Ivar Giaever,Scientist,Likes to cooperate with others,42,1
Ivar Giaever,Scientist,Is easily distracted,43,2
Ivar Giaever,Scientist,"Is sophisticated in art, music, or Literature",44,3
Serge Haroche,Scientist,Is talkative,1,4
Serge Haroche,Scientist,Tends to find fault with others,2,5
Serge Haroche,Scientist,Does a thorough job,3,3
Serge Haroche,Scientist,"Is depressed, blue",4,5
Serge Haroche,Scientist,"Is original, comes up with new ideas",5,3
Serge Haroche,Scientist,Is reserved,6,4
Serge Haroche,Scientist,Is helpful and unselfish with others,7,4
Serge Haroche,Scientist,Can be somewhat careless,8,3
Serge Haroche,Scientist,"Is relaxed, handles stress well",9,5
Serge Haroche,Scientist,Is curious about many different things,10,1
Serge Haroche,Scientist,Is full of energy,11,4
Serge Haroche,Scientist,Starts quarrels with others,12,1
Serge Haroche,Scientist,Is a reliable worker,13,1
Serge Haroche,Scientist,Can be tense,14,1
Serge Haroche,Scientist,"Is ingenious, a deep thinker",15,2
